# Comments about run
# date: 20150402
# mar related:
# Looked at mar promoter libraries in MG1655 delta marR, as well as
# in MG1655 delta marRAB strains. Growth of cells was in LB media
# at 30C.
# rel related:
# After overnight growth of sorted cells (rel , where only the downstream
region after the RNAP binding site should be mutated).
# The library was PCR amplified such that the RNAP
# region should be mainly wild-type. These cells were grown in M9 glucose.
# Post analysis note: The upstream region where RNAP binds turned out to have
# some non-negligible mutation rate. This is likely due to the amount of initial
# library I input into the PCR during construction (since this library was based
# on the other full mut1 library). It still looks like the data is good.
date,promoter,strain,region,bin,sequence,voltage,gain,media,condition,fluorescence,count,fraction
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,186.798140642,6666.0,0.0186302074308
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,195.248737919,6246.0,0.0174563869807
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,204.081633404,6212.0,0.0173613634204
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,213.314121958,5980.0,0.0167129673622
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,222.964280852,6035.0,0.016866681945
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,233.051005153,5740.0,0.0160422128192
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,243.594044729,5608.0,0.0156732978206
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,254.614042916,5339.0,0.0149214937704
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,266.132576935,5003.0,0.0139824374102
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,278.172200147,4759.0,0.0133005036249
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,290.756486206,4608.0,0.0128784872249
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,303.91007522,4505.0,0.0125906217336
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,317.658721996,4312.0,0.0120512232886
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,332.029346467,4018.0,0.0112295489735
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,347.050086404,3825.0,0.0106901505285
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,362.750352504,3519.0,0.00983493848622
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,379.160885985,3399.0,0.00949956121474
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,396.313818769,3248.0,0.00907754481479
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,414.242736403,2951.0,0.00824748606787
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,432.982743815,2812.0,0.00785900739507
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,452.570534054,2550.0,0.007126767019
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,473.044460131,2482.0,0.00693671989849
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,494.444610116,2188.0,0.00611504558336
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,516.812885633,1945.0,0.00543590660861
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,540.193083899,1826.0,0.00510332414772
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,564.630983485,1663.0,0.00464777002063
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,590.174433946,1493.0,0.00417265221936
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,616.873449511,1402.0,0.00391832445515
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,644.780307014,1228.0,0.0034320274115
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,673.94964825,1025.0,0.00286468086058
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,704.438586966,879.0,0.00245663851361
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,736.306820689,802.0,0.00224143809774
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,769.616747611,710.0,0.00198431552294
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,804.433588771,648.0,0.001811037266
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,840.825515754,520.0,0.00145330150976
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,878.863784173,442.0,0.00123530628329
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,918.622873187,395.0,0.0011039501853
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,960.180631332,368.0,0.00102849029921
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1003.61842895,268.0,0.000749009239644
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1049.02131751,242.0,0.000676344164156
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1096.47819614,211.0,0.00058970503569
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1146.0819857,149.0,0.000416426778757
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1197.92981071,136.0,0.000380094241013
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1252.12318952,115.0,0.000321403218504
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1308.76823309,103.0,0.000287865491356
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1367.97585276,70.0,0.000195636741698
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1429.86197742,74.0,0.000206815984081
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1494.54778045,45.0,0.000125766476806
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1562.15991706,59.0,0.000164893825145
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1632.83077222,41.0,0.000114587234423
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1706.69871989,39.0,0.000108997613232
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1783.90839396,27.0,7.54598860835e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1864.61097143,31.0,8.66391284663e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,1948.96446844,17.0,4.75117801267e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2037.13404964,18.0,5.03065907223e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2129.29235161,22.0,6.14858331051e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2225.61982086,23.0,6.42806437008e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2326.30506715,14.0,3.91273483396e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2431.54523281,12.0,3.35377271482e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2541.54637872,12.0,3.35377271482e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2656.52388777,5.0,1.39740529784e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2776.70288664,9.0,2.51532953612e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,2902.31868652,6.0,1.67688635741e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3033.61724391,5.0,1.39740529784e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3170.85564218,3.0,8.38443178706e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3314.30259493,3.0,8.38443178706e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3464.23897218,5.0,1.39740529784e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3620.95835025,2.0,5.58962119137e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3784.76758662,2.0,5.58962119137e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,3955.98742078,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,4134.95310219,7.0,1.95636741698e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,4322.01504673,3.0,8.38443178706e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,4517.53952283,5.0,1.39740529784e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,4721.90936859,2.0,5.58962119137e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,4935.52474139,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,5158.80390144,2.0,5.58962119137e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,5392.18403067,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,5636.12208878,4.0,1.11792423827e-05
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,5891.09570796,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,6157.60412811,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,6436.16917431,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,6727.3362786,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,7031.67554795,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,7349.78288046,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,7682.28113223,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,8029.82133683,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,8393.08398008,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,8772.78033243,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,9169.65384163,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,9584.48158842,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,10018.075808,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,10471.2854805,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,10944.9979932,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,11440.140878,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,11957.6836278,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,12498.6395942,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,13064.0679725,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,13655.0758747,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,14272.8204979,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,14918.5113897,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,15593.412817,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,16298.8462407,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,17036.1929037,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,17806.8965353,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,18612.4661778,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,19454.4791414,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,20334.5840926,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,21254.5042822,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,22216.0409196,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,23221.0766991,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,24271.579487,1.0,2.79481059569e-06
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,25369.6061741,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,26517.3067033,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,27716.928279,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,28970.8197676,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,30281.4362962,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,31651.3440599,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,33083.2253464,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,34579.8837878,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,36144.2498504,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,37779.3865724,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,39488.4955614,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,41274.923263,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,43142.1675136,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,45093.8843887,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,47133.8953616,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,49266.1947861,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,51494.9577175,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,53824.5480869,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,56259.5272464,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,58804.6629,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,61464.9384384,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,64245.5626974,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,67151.980156,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,70189.8815971,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,73365.2152501,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,76684.1984375,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,80153.3297483,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,83779.4017627,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,87569.5143514,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,91531.088578,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,95671.8812285,0.0,0.0
20150402,marR,MG1655deltamarRAB,mut2,na,library,600,1H,LB,30C,100000.0,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.25892541179,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.31587818242,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.37540745047,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.43762977461,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.50266698652,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.57064642947,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.64170120761,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.71597044662,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.79359956613,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.87474056442,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,1.95955231605,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.04820088294,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.14085983953,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.2377106126,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.33894283657,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.44475472473,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.55535345739,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.67095558756,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.79178746489,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,2.91808567893,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.05009752234,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.18808147512,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.33230771067,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.48305862483,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.64062938881,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.80532852711,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,3.97747852164,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,4.15741644312,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,4.3454946111,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,4.54208128376,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,4.747561379,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,4.96233722807,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,5.1868293634,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,5.42147734193,1.0,2.30071230053e-06
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,5.66674060582,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,5.92309938203,0.0,0.0
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,6.19105562259,11.0,2.53078353058e-05
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,6.47113398743,41.0,9.43292043217e-05
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,6.76388287168,30.0,6.90213690158e-05
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,7.06987547943,61.0,0.000140343450332
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,7.38971094605,48.0,0.000110434190425
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,7.72401551131,74.0,0.000170252710239
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,8.07344374557,87.0,0.000200161970146
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,8.43867983142,112.0,0.000257679777659
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,8.82043890332,148.0,0.000340505420478
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,9.21946844785,135.0,0.000310596160571
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,9.63654976725,143.0,0.000329001858976
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,10.0724995093,196.0,0.000450939610904
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,10.5281712661,202.0,0.000464743884707
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,11.0044572459,225.0,0.000517660267619
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,11.5022900194,225.0,0.000517660267619
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,12.0226443462,244.0,0.000561373801329
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,12.5665390832,306.0,0.000704017963962
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,13.1350391795,314.0,0.000722423662366
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,13.7292577619,333.0,0.000766137196076
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,14.3503583139,378.0,0.0008696692496
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,14.9995569541,380.0,0.000874270674201
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,15.6781248173,390.0,0.000897277797206
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,16.3873905436,412.0,0.000947893467818
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,17.1287428795,449.0,0.00103301982294
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,17.9036333973,461.0,0.00106062837054
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,18.7135793375,509.0,0.00117106256097
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,19.5601665789,574.0,0.0013206088605
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,20.4450527446,553.0,0.00127229390219
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,21.369970447,636.0,0.00146325302314
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,22.3367306805,683.0,0.00157138650126
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,23.3472263675,708.0,0.00162890430877
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,24.4034360648,745.0,0.00171403066389
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,25.5074278371,767.0,0.00176464633451
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,26.6613633072,829.0,0.00190729049714
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,27.8675018875,908.0,0.00208904676888
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,29.1282052048,973.0,0.00223859306841
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,30.4459417237,983.0,0.00226160019142
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,31.8232915803,1015.0,0.00233522298504
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,33.2629516339,1114.0,0.00256299350279
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,34.7677407477,1074.0,0.00247096501077
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,36.3406053077,1216.0,0.00279766615744
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,37.9846249922,1252.0,0.00288049180026
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,39.7030188019,1344.0,0.00309215733191
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,41.499151362,1457.0,0.00335213782187
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,43.376539511,1427.0,0.00328311645285
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,45.3388591862,1509.0,0.0034717748615
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,47.3899526215,1628.0,0.00374555962526
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,49.53383587,1722.0,0.00396182658151
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,51.7747066682,1783.0,0.00410217003184
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,54.1169526546,1886.0,0.0043391433988
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,56.5651599611,1942.0,0.00446798328763
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,59.1241221922,2062.0,0.00474406876369
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,61.7988498114,2107.0,0.00484760081721
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,64.5945799517,2210.0,0.00508457418417
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,67.5167866695,2293.0,0.00527553330511
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,70.5711916631,2370.0,0.00545268815225
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,73.7637754761,2440.0,0.00561373801329
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,77.1007892068,2524.0,0.00580699784653
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,80.5887667481,2585.0,0.00594734129687
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,84.2345375813,2697.0,0.00620502107452
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,88.0452401476,2954.0,0.00679630413576
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,92.0283358255,2917.0,0.00671117778064
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,96.1916235406,3053.0,0.00702407465351
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,100.543255035,2980.0,0.00685612265557
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,105.09175083,3352.0,0.00771198763137
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,109.846016908,3442.0,0.00791905173842
20150402,marR,MG1655deltamarR,na,na,wild-type,600,1H,LB,30C,114.81536215,3340.0,0.00768437908376
