# Comments about run
# date: 20150402
# mar related:
# Looked at mar promoter libraries in MG1655 delta marR, as well as
# in MG1655 delta marRAB strains. Growth of cells was in LB media
# at 30C.
# rel related:
# After overnight growth of sorted cells (rel , where only the downstream
region after the RNAP binding site should be mutated).
# The library was PCR amplified such that the RNAP
# region should be mainly wild-type. These cells were grown in M9 glucose.
# Post analysis note: The upstream region where RNAP binds turned out to have
# some non-negligible mutation rate. This is likely due to the amount of initial
# library I input into the PCR during construction (since this library was based
# on the other full mut1 library). It still looks like the data is good.
date,promoter,strain,region,bin,sequence,voltage,gain,media,condition,fluorescence,count,fraction
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,10.5281712661,110.0,0.000229347755832
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,11.0044572459,124.0,0.000258537470211
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,11.5022900194,135.0,0.000281472245794
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,12.0226443462,132.0,0.000275217306999
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,12.5665390832,179.0,0.000373211348127
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,13.1350391795,148.0,0.000308576980574
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,13.7292577619,172.0,0.000358616490938
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,14.3503583139,198.0,0.000412825960498
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,14.9995569541,214.0,0.000446185634074
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,15.6781248173,189.0,0.000394061144112
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,16.3873905436,248.0,0.000517074940422
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,17.1287428795,250.0,0.000521244899619
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,17.9036333973,268.0,0.000558774532391
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,18.7135793375,289.0,0.000602559103959
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,19.5601665789,298.0,0.000621323920345
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,20.4450527446,338.0,0.000704723104284
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,21.369970447,339.0,0.000706808083883
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,22.3367306805,359.0,0.000748507675852
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,23.3472263675,401.0,0.000836076818988
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,24.4034360648,406.0,0.000846501716981
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,25.5074278371,458.0,0.000954920656101
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,26.6613633072,453.0,0.000944495758109
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,27.8675018875,507.0,0.00105708465643
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,29.1282052048,512.0,0.00106750955442
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,30.4459417237,548.0,0.00114256881996
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,31.8232915803,670.0,0.00139693633098
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,33.2629516339,625.0,0.00130311224905
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,34.7677407477,736.0,0.00153454498448
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,36.3406053077,749.0,0.00156164971926
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,37.9846249922,769.0,0.00160334931123
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,39.7030188019,822.0,0.00171385322995
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,41.499151362,912.0,0.00190150139381
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,43.376539511,942.0,0.00196405078176
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,45.3388591862,1040.0,0.00216837878241
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,47.3899526215,1090.0,0.00227262776234
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,49.53383587,1160.0,0.00241857633423
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,51.7747066682,1237.0,0.00257911976331
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,54.1169526546,1319.0,0.00275008809039
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,56.5651599611,1449.0,0.00302113543819
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,59.1241221922,1503.0,0.00313372433651
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,61.7988498114,1602.0,0.00334013731676
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,64.5945799517,1654.0,0.00344855625588
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,67.5167866695,1878.0,0.00391559168594
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,70.5711916631,1999.0,0.00416787421735
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,73.7637754761,2109.0,0.00439722197318
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,77.1007892068,2245.0,0.00468077919858
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,80.5887667481,2378.0,0.00495808148517
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,84.2345375813,2558.0,0.0053333778129
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,88.0452401476,2666.0,0.00555855560953
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,92.0283358255,2905.0,0.00605686573357
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,96.1916235406,3012.0,0.00627995855061
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,100.543255035,3197.0,0.00666567977632
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,105.09175083,3527.0,0.00735372304382
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,109.846016908,3768.0,0.00785620312705
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,114.81536215,4092.0,0.00853173651696
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,120.009516564,4113.0,0.00857552108853
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,125.438650336,4615.0,0.00962218084696
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,131.113393742,4860.0,0.0101330008486
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,137.044857965,5298.0,0.0110462219127
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,143.244656847,5467.0,0.0113985834649
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,149.724929632,5769.0,0.0120282473036
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,156.498364734,6182.0,0.0128893438778
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,163.578224578,6694.0,0.0139568534322
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,170.978371573,7180.0,0.014970153517
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,178.713295252,7403.0,0.0154351039675
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,186.798140642,7973.0,0.0166235423386
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,195.248737919,8279.0,0.0172615460958
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,204.081633404,8978.0,0.0187189468351
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,213.314121958,9287.0,0.019363205531
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,222.964280852,10061.0,0.0209769797403
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,233.051005153,10609.0,0.0221195485602
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,243.594044729,11146.0,0.0232391826046
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,254.614042916,11396.0,0.0237604275042
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,266.132576935,12036.0,0.0250948144472
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,278.172200147,12486.0,0.0260330552666
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,290.756486206,12855.0,0.0268024127384
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,303.91007522,13424.0,0.0279887661299
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,317.658721996,13629.0,0.0284161869476
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,332.029346467,13664.0,0.0284891612336
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,347.050086404,13981.0,0.0291500997663
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,362.750352504,14066.0,0.0293273230321
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,379.160885985,14025.0,0.0292418388686
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,396.313818769,13847.0,0.0288707125001
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,414.242736403,13852.0,0.0288811373981
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,432.982743815,13301.0,0.0277323136393
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,452.570534054,12862.0,0.0268170075956
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,473.044460131,12303.0,0.025651504
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,494.444610116,11693.0,0.024379666445
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,516.812885633,11099.0,0.0231411885635
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,540.193083899,10199.0,0.0212647069248
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,564.630983485,9201.0,0.0191838972856
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,590.174433946,8290.0,0.0172844808714
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,616.873449511,7330.0,0.0152829004568
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,644.780307014,6631.0,0.0138254997175
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,673.94964825,5831.0,0.0121575160387
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,704.438586966,5112.0,0.0106584157074
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,736.306820689,4277.0,0.00891745774268
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,769.616747611,3430.0,0.00715148002277
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,804.433588771,2748.0,0.00572952393661
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,840.825515754,2356.0,0.00491221193401
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,878.863784173,1790.0,0.00373211348127
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,918.622873187,1410.0,0.00293982123385
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,960.180631332,1058.0,0.00220590841519
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1003.61842895,844.0,0.00175972278111
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1049.02131751,585.0,0.00121971306511
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1096.47819614,469.0,0.000977855431685
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1146.0819857,367.0,0.00076518751264
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1197.92981071,218.0,0.000454525552467
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1252.12318952,157.0,0.000327341796961
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1308.76823309,134.0,0.000279387266196
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1367.97585276,86.0,0.000179308245469
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1429.86197742,61.0,0.000127183755507
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1494.54778045,37.0,7.71442451436e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1562.15991706,36.0,7.50592655451e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1632.83077222,15.0,3.12746939771e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1706.69871989,17.0,3.54446531741e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1783.90839396,18.0,3.75296327725e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1864.61097143,6.0,1.25098775908e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,1948.96446844,6.0,1.25098775908e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2037.13404964,5.0,1.04248979924e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2129.29235161,2.0,4.16995919695e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2225.61982086,3.0,6.25493879542e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2326.30506715,6.0,1.25098775908e-05
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2431.54523281,4.0,8.3399183939e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2541.54637872,3.0,6.25493879542e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2656.52388777,3.0,6.25493879542e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2776.70288664,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,2902.31868652,3.0,6.25493879542e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3033.61724391,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3170.85564218,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3314.30259493,2.0,4.16995919695e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3464.23897218,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3620.95835025,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3784.76758662,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,3955.98742078,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,4134.95310219,3.0,6.25493879542e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,4322.01504673,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,4517.53952283,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,4721.90936859,2.0,4.16995919695e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,4935.52474139,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,5158.80390144,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,5392.18403067,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,5636.12208878,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,5891.09570796,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,6157.60412811,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,6436.16917431,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,6727.3362786,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,7031.67554795,2.0,4.16995919695e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,7349.78288046,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,7682.28113223,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,8029.82133683,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,8393.08398008,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,8772.78033243,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,9169.65384163,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,9584.48158842,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,10018.075808,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,10471.2854805,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,10944.9979932,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,11440.140878,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,11957.6836278,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,12498.6395942,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,13064.0679725,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,13655.0758747,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,14272.8204979,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,14918.5113897,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,15593.412817,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,16298.8462407,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,17036.1929037,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,17806.8965353,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,18612.4661778,1.0,2.08497959847e-06
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,19454.4791414,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,20334.5840926,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,21254.5042822,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,22216.0409196,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,23221.0766991,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,24271.579487,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,25369.6061741,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,26517.3067033,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,27716.928279,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,28970.8197676,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,30281.4362962,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,31651.3440599,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,33083.2253464,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,34579.8837878,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,36144.2498504,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,37779.3865724,0.0,0.0
20150402,marR,MG1655deltamarRAB,na,na,wild-type,600,1H,LB,30C,39488.4955614,0.0,0.0
