ProteinIDs,gene,peptides,intensity_total_01,intensity_L_01,intensity_H_01,intensity_total_1,intensity_L_1,intensity_H_1,intensity_total_10,intensity_L_10,intensity_H_10,intensity_total_100,intensity_L_100,intensity_H_100,intensity_total_1000,intensity_L_1000,intensity_H_1000,MaxQuant_ratio_type,maxquant_ratio_01,maxquant_ratio_1,maxquant_ratio_10,maxquant_ratio_100,maxquant_ratio_1000,maxquant_ratio_normalized_01,maxquant_ratio_normalized_1,maxquant_ratio_normalized_10,maxquant_ratio_normalized_100,maxquant_ratio_normalized_1000,promoter,date,wt_sequence,control_sequence,strain,media,binding_additions,replicate,spec_machine,labeling
P0AGD3,sodB,5,116700000,107770000,8931300,407130000,220710000,186420000,80350000,6386400,73964000.0,30225000,489000,29736000,817400,0.0,817400,Median,0.083634,0.89513,9.8162,53.293,,1.0695,1.1833,1.2551,2.1458,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGD7,ffh,1,0,0,0,10980000,5788200,5191800,0,0,0.0,0,0,0,0,0.0,0,Median,,0.68273,,,,,0.9428,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGE6,chrR,1,12033000,8761400,3271600,144070000,30253000,113820000,0,0,0.0,2878200,0,2878200,0,0.0,0,Median,0.40993,5.7601,,,,4.5377,7.5096,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGE9,sucD,11,1195800000,1094500000,101270000,1024100000,573680000,450390000,371290000,38112000,333170000.0,331060000,5932700,325130000,326700000,1207500.0,325490000,Median,0.069347,0.72491,8.5327,45.427,99.197,0.80675,0.97573,1.1017,1.1547,153.11,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGG2,tesB,1,9506100,9189100,316940,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.056297,,,,,0.5883,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGG8,tldD,2,0,0,0,0,0,0,0,0,0.0,0,0,0,6882200,0.0,6882200,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGJ5,yfiF,2,0,0,0,16339000,8826800,7512100,0,0,0.0,14721000,584800,14136000,0,0.0,0,Median,,0.99833,,26.858,,,1.3816,,0.69925,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGJ9,tyrS,9,652440000,608890000,43557000,575700000,358110000,217590000,173380000,20356000,153030000.0,199600000,4787200,194810000,117720000,596490.0,117120000,Median,0.066993,0.56902,6.7243,28.503,91.615,0.94806,0.74729,0.94962,0.99704,141.41,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0AGK8,iscR,1,13637000,12459000,1178500,0,0,0,0,0,0.0,3375500,0,3375500,2668400,0.0,2668400,Median,0.11494,,,,,1.3007,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0C018,rplR,2,374040000,340250000,33792000,486820000,255310000,231510000,106610000,10816000,95793000.0,96621000,1559200,95062000,157490000,401200.0,157080000,Median,0.091747,0.84622,8.7731,61.846,467.27,1.2157,1.0296,1.007,1.0861,721.24,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0C0L2,osmC,6,583840000,552160000,31677000,665120000,390400000,274720000,141210000,16330000,124880000.0,93813000,2004100,91809000,61401000,467360.0,60934000,Median,0.061586,0.69927,7.8481,42.865,64.387,0.88215,0.93655,0.95444,0.83576,23.851,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0C0L7,proP,3,0,0,0,75758000,50814000,24944000,13712000,2661700,11051000.0,0,0,0,7926200,248560.0,7677600,Median,,0.46765,3.1346,,19.153,,0.63923,0.61199,,29.562,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0C0S1,mscS,1,106040000,103160000,2877900,165360000,119880000,45471000,4121400,851730,3269700.0,0,0,0,5090700,0.0,5090700,Median,0.030545,0.35298,4.1564,,,0.42489,0.45663,0.69591,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0C0V0,degP,8,177550000,169250000,8303000,69086000,49871000,19215000,25800000,4658900,21141000.0,12351000,283810,12067000,10250000,0.0,10250000,Median,0.041932,0.43211,4.3436,30.402,,0.46972,0.56561,0.73676,2.8055,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0C8J6,gatY,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0CE48;P0CE47,tufB;tufA,21,13550000000,12533000000,1016900000,13579000000,7653000000,5925600000,6100900000,586290000,5514600000.0,4771300000,73754000,4697500000,4980300000,14463000.0,4965800000,Median,0.074693,0.7651,8.4837,57.542,411.61,0.97987,0.9758,1.046,1.1568,638.15,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P10371,hisA,3,38543000,36159000,2384300,65350000,39763000,25587000,12509000,878750,11630000.0,0,0,0,0,0.0,0,Median,0.072497,0.67758,8.5477,,,0.88322,0.9529,1.2788,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P10378,entE,3,14803000,12627000,2175700,0,0,0,0,0,0.0,16900000,343480,16557000,0,0.0,0,Median,0.10988,,,19.872,,1.2655,,,0.83083,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P10408,secA,11,96748000,90066000,6681800,35136000,20353000,14783000,9154000,823090,8331000.0,7775200,34169,7741100,18749000,80928.0,18668000,Median,0.073277,0.69559,9.3936,65.554,96.857,0.89413,0.90805,1.5421,16.596,149.5,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P10902,nadB,1,0,0,0,242160,123640,118520,0,0,0.0,0,0,0,0,0.0,0,Median,,0.80119,,,,,1.0414,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11446,argC,1,23529000,22894000,634270,100300000,68925000,31375000,13548000,2132400,11415000.0,0,0,0,0,0.0,0,Median,0.053693,0.60465,4.3963,,,0.68356,0.83893,0.78753,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11447,argH,8,319110000,295140000,23969000,330540000,179410000,151130000,55307000,7182100,48125000.0,53263000,340960,52922000,29871000,0.0,29871000,Median,0.075219,0.81635,7.11,49.32,,1.0121,1.1156,1.1149,2.6406,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11454,entF,4,87264,77173,10092,0,0,0,11605000,1117300,10488000.0,0,0,0,0,0.0,0,Median,0.10468,,9.3238,,,1.0265,,1.4984,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11458,nadA,2,48011000,44648000,3363400,26216000,13804000,12412000,11959000,1374300,10585000.0,14813000,0,14813000,1245300,0.0,1245300,Median,0.079073,0.93044,6.4487,,,1.0462,1.3037,0.88383,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11557,damX,7,98464000,93707000,4756900,69543000,51010000,18533000,13384000,2872300,10512000.0,1837200,0,1837200,3589500,42279.0,3547200,Median,0.031472,0.38329,4.7138,,20.635,0.4094,0.53842,0.88975,,12.983,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11875,argS,8,96578000,90244000,6334100,119400000,69160000,50243000,28941000,3382100,25559000.0,44458000,691580,43767000,22486000,0.0,22486000,Median,0.067436,0.73396,8.9822,42.908,,1.009,0.97416,1.295,2.894,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P11880,murF,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P12008,aroC,2,26321000,23665000,2656100,21713000,12243000,9469900,15365000,1838500,13526000.0,7331100,900290,6430800,14827000,0.0,14827000,Median,0.10152,0.76689,6.812,5.5986,,1.2986,1.0653,0.89959,0.54897,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P12758,udp,5,252550000,234830000,17718000,413060000,324690000,88373000,100760000,7112300,93645000.0,95181000,2361600,92819000,125910000,246970.0,125670000,Median,0.086683,0.56783,6.2324,17.728,33.725,0.96141,0.73463,0.71529,0.61307,10.466,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P13000,bioD1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P13009,metH,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P13024,fdhE,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P13029,katG,9,64331000,59575000,4756300,179670000,109660000,70010000,33157000,4077800,29080000.0,22026000,434080,21592000,22218000,0.0,22218000,Median,0.073813,0.82048,7.4117,16.446,,0.94961,1.1481,1.0527,3.7944,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P13039,fes,1,0,0,0,0,0,0,0,0,0.0,1753900,0,1753900,1005000,0.0,1005000,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P13482,treA,1,0,0,0,0,0,0,0,0,0.0,2305200,0,2305200,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P14081,selB,2,0,0,0,38711000,25148000,13564000,0,0,0.0,0,0,0,0,0.0,0,Median,,0.60346,,,,,0.77996,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P14900,murD,3,73105000,68826000,4279100,89046000,58052000,30994000,28854000,3888700,24965000.0,0,0,0,22727000,0.0,22727000,Median,0.067043,0.53121,6.4246,,,0.85722,0.74969,0.87755,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15034,pepP,1,49651000,45359000,4292200,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.083844,,,,,1.2049,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15042,ligA,1,0,0,0,0,0,0,589510,92256,497250.0,0,0,0,0,0.0,0,Median,,,5.5034,,,,,1.1301,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15047,entA,2,0,0,0,0,0,0,0,0,0.0,0,0,0,2935300,32293.0,2903000,Median,,,,,53.894,,,,,83.186,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15254,purL,11,0,0,0,23971000,13458000,10513000,85674000,9461500,76213000.0,0,0,0,0,0.0,0,Median,,0.81413,8.5957,,,,1.0963,1.2233,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15288,pepD,10,525570000,480700000,44874000,817440000,490520000,326920000,80903000,9201400,71701000.0,93464000,3331200,90132000,63111000,276050.0,62835000,Median,0.070711,0.70065,6.4648,34.564,45.286,0.94795,0.94468,0.99896,1.2368,69.899,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15639,purH,14,503390000,469380000,34015000,629720000,354820000,274900000,73115000,7545400,65570000.0,129080000,3020800,126060000,52921000,716580.0,52204000,Median,0.078665,0.76929,7.8633,32.499,2.6637,1.0192,1.0137,1.0708,1.1416,4.1115,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15640,purD,8,174250000,159680000,14568000,288960000,156250000,132710000,61225000,5588500,55636000.0,60832000,1265200,59567000,71407000,190320.0,71217000,Median,0.078196,0.77856,9.319,34.291,96.541,0.98105,1.013,1.1864,1.1024,149.01,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15877,gcd,2,12033000,11322000,710960,0,0,0,0,0,0.0,0,0,0,3344200,105720.0,3238400,Median,0.099951,,,,27.921,1.1064,,,,43.096,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P15993,aroP,1,811790,811790,0,11445000,6706900,4738000,0,0,0.0,0,0,0,0,0.0,0,Median,,0.54461,,,,,0.75422,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P16456,selD,3,26838000,25076000,1762400,29985000,20735000,9250700,1547400,188700,1358700.0,0,0,0,0,0.0,0,Median,0.053727,0.43538,6.6985,,,0.5747,0.58802,2.2009,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P16659,proS,10,349900000,324040000,25855000,656040000,347390000,308650000,137900000,12920000,124980000.0,130210000,2141200,128070000,82285000,979880.0,81305000,Median,0.090541,0.88221,8.3627,49.756,25.47,1.1223,1.1804,1.1953,1.4547,39.313,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P16700,cysP,10,299110000,279380000,19729000,265090000,159780000,105310000,104540000,13370000,91173000.0,69144000,1437300,67707000,46362000,270240.0,46092000,Median,0.075667,0.71087,6.926,60.759,32.444,0.8528,0.92942,0.87784,1.5457,50.077,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P16703,cysM,2,77037000,70964000,6072600,24472000,14806000,9666500,27569000,3380500,24189000.0,30728000,689670,30038000,25067000,96951.0,24970000,Median,0.080704,0.74435,7.4023,43.71,110.25,1.0471,1.0416,0.99181,1.5672,170.16,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P17169,glmS,7,402730000,380570000,22164000,385770000,233400000,152370000,141440000,16305000,125130000.0,77609000,1303300,76306000,91420000,336770.0,91083000,Median,0.066632,0.66152,7.3098,40.158,67.166,0.89501,0.84993,0.85786,1.1912,103.67,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P17315,cirA,9,255580000,243860000,11716000,300570000,176040000,124520000,34742000,6850200,27892000.0,14068000,153720,13915000,3872300,0.0,3872300,Median,0.047362,0.73055,4.2007,24.466,,0.65447,1.0079,0.70272,3.2751,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P17445,betB,1,14747000,14386000,360630,32899000,18783000,14116000,2750400,490730,2259600.0,3152200,124570,3027700,0,0.0,0,Median,0.040847,0.6732,3.2707,16.564,,0.44376,0.93863,0.92684,2.1473,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P17846,cysI,3,133580000,108320000,25261000,64824000,29762000,35062000,48171000,7226800,40944000.0,0,0,0,0,0.0,0,Median,0.20728,0.94417,3.3016,,,2.8576,1.243,0.71008,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P17993,ubiG,2,37002000,33975000,3027500,15494000,7822600,7671300,23179000,7653300,15526000.0,7013500,6072100,941420,8023100,0.0,8023100,Median,0.076643,0.77892,0.93053,0.27093,,0.99002,1.0664,0.13194,0.028267,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P18133,pncB,3,0,0,0,54420000,31925000,22495000,10300000,1872700,8427100.0,8844500,1956300,6888300,0,0.0,0,Median,,0.65285,5.0923,4.5799,,,0.87574,0.70503,0.31812,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P18196,minC,2,26471000,24892000,1578400,24455000,13098000,11357000,8708200,1007700,7700500.0,5120900,0,5120900,0,0.0,0,Median,0.070751,0.76876,6.2739,,,0.90508,1.0759,0.93225,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P18335,argD,5,141310000,132990000,8323300,228620000,137670000,90945000,52530000,5450300,47079000.0,46503000,1335200,45168000,22446000,160660.0,22286000,Median,0.054324,0.67039,6.2833,22.941,56.865,0.80533,0.92386,0.88707,1.0457,17.577,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P18843,nadE,10,418800000,390120000,28679000,641520000,363400000,278110000,153670000,17889000,135780000.0,185430000,3755500,181670000,54788000,260420.0,54528000,Median,0.073044,0.75341,8.0112,56.224,35.859,1.0251,1.0122,1.0953,1.7492,55.349,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P19624,pdxA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P19926,agp,4,0,0,0,0,0,0,0,0,0.0,0,0,0,20932000,1386000.0,19546000,Median,,,,,14.114,,,,,21.786,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P19934,tolA,1,194650,174910,19738,235600,144250,91347,0,0,0.0,0,0,0,0,0.0,0,Median,0.11648,0.60006,,,,0.45281,0.76252,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21156,cysD,3,32310000,30371000,1938900,52579000,32135000,20445000,6051600,972080,5079500.0,30903000,648790,30254000,26604000,0.0,26604000,Median,0.066514,0.6479,5.123,33.628,,0.85859,0.8805,0.79668,1.5122,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21165,pepQ,3,117850000,113380000,4469400,178710000,108770000,69941000,11294000,2043000,9251200.0,31247000,1706300,29541000,22608000,1021800.0,21586000,Median,0.045424,0.63225,3.7599,11.566,7.2116,0.62826,0.87157,0.60204,0.48413,2.3322,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21170,speA,2,86161000,78948000,7213200,57662000,29870000,27792000,26325000,2090300,24235000.0,16071000,334270,15736000,13199000,61340.0,13138000,Median,0.099811,0.9631,11.088,50.742,73.181,1.3119,1.2991,1.5144,1.2826,112.96,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21179,katE,5,23562000,18797000,4764800,32448000,8512100,23936000,43846000,2036400,41810000.0,35668000,151060,35517000,51253000,141150.0,51112000,Median,0.2861,2.5392,29.311,129.58,41.616,3.111,3.4478,3.5565,2.8394,64.234,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21338,rna,2,9716200,9089800,626370,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Plateau,0.071866,,,,,0.75548,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21363,yciE,3,22746000,21714000,1032100,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.050298,,,,,0.63633,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21367,ycaC,5,82584000,74067000,8516800,237020000,123380000,113640000,33682000,2302400,31380000.0,32274000,291960,31982000,31781000,0.0,31781000,Median,0.098818,0.93737,8.0769,63.878,,1.2652,1.2823,1.3029,1.4524,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21499,rnr,6,112610000,107360000,5249300,59864000,37625000,22239000,20755000,3067700,17687000.0,24514000,618950,23895000,12800000,64868.0,12735000,Median,0.049807,0.59946,5.1386,26.787,42.442,0.64313,0.81192,0.79422,1.4113,65.51,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21507,srmB,4,0,0,0,43689000,26743000,16946000,0,0,0.0,0,0,0,0,0.0,0,Median,,0.61319,,,,,0.79196,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21513,rne,6,101370000,96036000,5336200,193540000,124520000,69020000,19171000,3880100,15291000.0,3559100,75665,3483400,3778000,413250.0,3364800,Median,0.071905,0.54807,5.2481,28.993,7.8994,0.91904,0.73072,0.904,7.8283,12.193,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21599,pykA,11,707930000,663260000,44663000,479050000,300690000,178360000,173910000,20552000,153350000.0,193270000,3691800,189580000,154670000,703730.0,153960000,Median,0.060134,0.6071,6.6167,32.407,11.12,0.81176,0.79234,0.78464,1.0474,17.164,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21888,cysS,3,7640700,7309400,331250,49205000,25874000,23330000,0,0,0.0,0,0,0,0,0.0,0,Median,0.088757,0.78258,,,,0.88804,1.0732,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P21889,aspS,13,713610000,667110000,46494000,843050000,480920000,362120000,200990000,24455000,176540000.0,199160000,5653900,193510000,156640000,959570.0,155680000,Median,0.069281,0.75996,7.5012,143.12,78.006,0.93713,1.0192,0.99882,0.85129,120.4,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P22106,asnB,9,412280000,391120000,21158000,341380000,224900000,116480000,73060000,7970400,65089000.0,95595000,2111600,93483000,34437000,294840.0,34142000,Median,0.058217,0.62324,5.9511,30.172,47.975,0.81025,0.82743,0.7034,1.0634,74.05,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P22188,murE,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P22256,gabT,2,53434000,48042000,5391300,59222000,28794000,30428000,29620000,2093400,27527000.0,25509000,595360,24914000,24674000,612600.0,24061000,Median,0.1665,1.1048,9.612,10.174,6.0755,2.0142,1.4774,1.2732,0.38278,9.3775,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P22259,pckA,5,155000000,143940000,11060000,104080000,59752000,44324000,20884000,2604900,18279000.0,13325000,99046,13226000,6688200,0.0,6688200,Median,0.083251,0.73094,8.0472,28.409,,1.1465,1.0122,1.2204,2.1373,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23538,ppsA,4,107540000,100220000,7319200,114860000,68709000,46154000,20059000,2349200,17710000.0,5783800,0,5783800,13736000,276320.0,13460000,Median,0.060985,0.68975,7.4925,,21.266,0.77197,0.96043,1.0467,,32.824,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23721,serC,17,2672200000,2464100000,208090000,4968600000,2645300000,2323400000,1040900000,97017000,943860000.0,942800000,15445000,927360000,532900000,2057400.0,530840000,Median,0.086411,0.86026,9.5502,56.001,540.65,1.1607,1.1076,1.1651,1.5724,1800.2,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23830,pssA,3,10844000,10089000,754980,0,0,0,0,0,0.0,1245300,0,1245300,0,0.0,0,Median,0.065176,,,,,0.70599,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23836,phoP,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23839,yicC,2,0,0,0,9105300,4361200,4744100,0,0,0.0,4376800,0,4376800,0,0.0,0,Median,,0.96367,,,,,1.2716,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23843,oppA,26,2040500000,1852900000,187560000,3306000000,1620500000,1685500000,654770000,50052000,604720000.0,713660000,21143000,692520000,556120000,5617700.0,550500000,Median,0.097031,1.0091,10.676,71.513,39.175,1.2805,1.3672,1.3498,1.3936,60.466,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23845,cysN,1,12461000,11968000,493120,50490000,32873000,17617000,5322400,631180,4691200.0,0,0,0,0,0.0,0,Median,0.084139,0.59915,5.087,,,0.93661,0.79737,0.80885,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23847,dppA,22,3532800000,3246500000,286250000,4012400000,2354500000,1657900000,825070000,98550000,726520000.0,1152800000,23178000,1129600000,553240000,5520000.0,547720000,Median,0.065499,0.68399,7.4074,47.88,63.872,0.86317,0.91262,1.0163,1.0029,55.061,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P23865,prc,5,21275000,16339000,4936600,12266000,6219100,6047100,4260000,547090,3712900.0,3006400,64906,2941500,2731300,46791.0,2684500,Median,0.10388,0.74052,3.5023,50.336,27.087,3.1611,1.0415,0.58512,16.439,41.81,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
